baseline_level,merchant,provider,payment_method,country,weekday,hour,attempts,approvals,declines,approval_rate,average_amount,is_reliable
L2_NO_MERCHANT,,Adyen,PSE,CO,6,1,14,13,1,0.9286,97341.78,False
L2_NO_MERCHANT,,Adyen,PSE,CO,6,2,5,5,0,1.0,78508.52,False
L2_NO_MERCHANT,,Adyen,PSE,CO,6,3,3,3,0,1.0,131772.71,False
L2_NO_MERCHANT,,Adyen,PSE,CO,6,4,8,5,3,0.625,124622.57,False
L2_NO_MERCHANT,,Adyen,PSE,CO,6,5,14,11,3,0.7857,123562.28,False
L2_NO_MERCHANT,,Adyen,PSE,CO,6,6,37,30,7,0.8108,121480.56,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,7,69,63,6,0.913,107442.68,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,8,112,94,18,0.8393,115769.99,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,9,145,120,25,0.8276,119889.71,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,10,165,145,20,0.8788,121298.01,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,11,174,154,20,0.8851,120492.85,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,12,206,187,19,0.9078,115853.94,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,13,161,137,24,0.8509,122544.74,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,14,168,151,17,0.8988,128376.21,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,15,149,126,23,0.8456,132404.63,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,16,161,144,17,0.8944,117153.76,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,17,139,118,21,0.8489,119928.65,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,18,142,130,12,0.9155,133364.08,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,19,93,81,12,0.871,121449.62,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,20,68,58,10,0.8529,102471.79,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,21,37,29,8,0.7838,117380.21,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,22,32,28,4,0.875,128035.01,True
L2_NO_MERCHANT,,Adyen,PSE,CO,6,23,16,15,1,0.9375,117287.01,False
L2_NO_MERCHANT,,Adyen,card,BR,0,0,22,18,4,0.8182,345.41,False
L2_NO_MERCHANT,,Adyen,card,BR,0,1,6,4,2,0.6667,221.77,False
L2_NO_MERCHANT,,Adyen,card,BR,0,2,6,6,0,1.0,261.51,False
L2_NO_MERCHANT,,Adyen,card,BR,0,3,8,8,0,1.0,238.04,False
L2_NO_MERCHANT,,Adyen,card,BR,0,4,6,5,1,0.8333,436.98,False
L2_NO_MERCHANT,,Adyen,card,BR,0,5,12,11,1,0.9167,252.48,False
L2_NO_MERCHANT,,Adyen,card,BR,0,6,36,34,2,0.9444,299.19,True
L2_NO_MERCHANT,,Adyen,card,BR,0,7,77,68,9,0.8831,286.37,True
L2_NO_MERCHANT,,Adyen,card,BR,0,8,117,109,8,0.9316,293.65,True
L2_NO_MERCHANT,,Adyen,card,BR,0,9,146,131,15,0.8973,284.8,True
L2_NO_MERCHANT,,Adyen,card,BR,0,10,186,171,15,0.9194,286.84,True
L2_NO_MERCHANT,,Adyen,card,BR,0,11,195,178,17,0.9128,288.83,True
L2_NO_MERCHANT,,Adyen,card,BR,0,12,226,209,17,0.9248,265.32,True
L2_NO_MERCHANT,,Adyen,card,BR,0,13,210,191,19,0.9095,295.46,True
L2_NO_MERCHANT,,Adyen,card,BR,0,14,170,161,9,0.9471,268.16,True
L2_NO_MERCHANT,,Adyen,card,BR,0,15,177,170,7,0.9605,289.13,True
L2_NO_MERCHANT,,Adyen,card,BR,0,16,130,122,8,0.9385,273.9,True
L2_NO_MERCHANT,,Adyen,card,BR,0,17,148,134,14,0.9054,287.64,True
L2_NO_MERCHANT,,Adyen,card,BR,0,18,124,112,12,0.9032,296.91,True
L2_NO_MERCHANT,,Adyen,card,BR,0,19,108,100,8,0.9259,264.89,True
L2_NO_MERCHANT,,Adyen,card,BR,0,20,67,61,6,0.9104,279.7,True
L2_NO_MERCHANT,,Adyen,card,BR,0,21,40,37,3,0.925,295.91,True
L2_NO_MERCHANT,,Adyen,card,BR,0,22,28,25,3,0.8929,266.53,False
L2_NO_MERCHANT,,Adyen,card,BR,0,23,13,13,0,1.0,321.7,False
L2_NO_MERCHANT,,Adyen,card,BR,1,0,15,15,0,1.0,307.74,False
L2_NO_MERCHANT,,Adyen,card,BR,1,1,9,9,0,1.0,294.09,False
L2_NO_MERCHANT,,Adyen,card,BR,1,2,8,8,0,1.0,277.19,False
L2_NO_MERCHANT,,Adyen,card,BR,1,3,11,10,1,0.9091,268.58,False
L2_NO_MERCHANT,,Adyen,card,BR,1,4,8,8,0,1.0,277.54,False
L2_NO_MERCHANT,,Adyen,card,BR,1,5,17,16,1,0.9412,267.95,False
L2_NO_MERCHANT,,Adyen,card,BR,1,6,38,37,1,0.9737,299.88,True
L2_NO_MERCHANT,,Adyen,card,BR,1,7,76,71,5,0.9342,289.4,True
L2_NO_MERCHANT,,Adyen,card,BR,1,8,118,108,10,0.9153,274.35,True
L2_NO_MERCHANT,,Adyen,card,BR,1,9,140,129,11,0.9214,280.4,True
L2_NO_MERCHANT,,Adyen,card,BR,1,10,258,231,27,0.8953,275.87,True
L2_NO_MERCHANT,,Adyen,card,BR,1,11,191,177,14,0.9267,283.16,True
L2_NO_MERCHANT,,Adyen,card,BR,1,12,232,216,16,0.931,291.97,True
L2_NO_MERCHANT,,Adyen,card,BR,1,13,193,180,13,0.9326,280.19,True
L2_NO_MERCHANT,,Adyen,card,BR,1,14,178,163,15,0.9157,295.15,True
L2_NO_MERCHANT,,Adyen,card,BR,1,15,163,152,11,0.9325,303.51,True
L2_NO_MERCHANT,,Adyen,card,BR,1,16,166,153,13,0.9217,280.71,True
L2_NO_MERCHANT,,Adyen,card,BR,1,17,144,136,8,0.9444,284.76,True
L2_NO_MERCHANT,,Adyen,card,BR,1,18,140,130,10,0.9286,275.2,True
L2_NO_MERCHANT,,Adyen,card,BR,1,19,118,114,4,0.9661,278.24,True
L2_NO_MERCHANT,,Adyen,card,BR,1,20,86,79,7,0.9186,289.11,True
L2_NO_MERCHANT,,Adyen,card,BR,1,21,45,43,2,0.9556,293.08,True
L2_NO_MERCHANT,,Adyen,card,BR,1,22,40,37,3,0.925,282.5,True
L2_NO_MERCHANT,,Adyen,card,BR,1,23,17,16,1,0.9412,316.64,False
L2_NO_MERCHANT,,Adyen,card,BR,2,0,19,18,1,0.9474,248.56,False
L2_NO_MERCHANT,,Adyen,card,BR,2,1,7,7,0,1.0,374.04,False
L2_NO_MERCHANT,,Adyen,card,BR,2,2,8,7,1,0.875,346.48,False
L2_NO_MERCHANT,,Adyen,card,BR,2,3,7,6,1,0.8571,266.31,False
L2_NO_MERCHANT,,Adyen,card,BR,2,4,9,8,1,0.8889,361.52,False
L2_NO_MERCHANT,,Adyen,card,BR,2,5,16,16,0,1.0,297.63,False
L2_NO_MERCHANT,,Adyen,card,BR,2,6,40,35,5,0.875,248.1,True
L2_NO_MERCHANT,,Adyen,card,BR,2,7,75,70,5,0.9333,285.62,True
L2_NO_MERCHANT,,Adyen,card,BR,2,8,108,100,8,0.9259,310.66,True
L2_NO_MERCHANT,,Adyen,card,BR,2,9,171,159,12,0.9298,281.25,True
L2_NO_MERCHANT,,Adyen,card,BR,2,10,182,165,17,0.9066,282.59,True
L2_NO_MERCHANT,,Adyen,card,BR,2,11,235,212,23,0.9021,280.09,True
L2_NO_MERCHANT,,Adyen,card,BR,2,12,214,197,17,0.9206,296.7,True
L2_NO_MERCHANT,,Adyen,card,BR,2,13,224,204,20,0.9107,278.81,True
L2_NO_MERCHANT,,Adyen,card,BR,2,14,175,162,13,0.9257,280.55,True
L2_NO_MERCHANT,,Adyen,card,BR,2,15,167,152,15,0.9102,288.92,True
L2_NO_MERCHANT,,Adyen,card,BR,2,16,148,133,15,0.8986,266.22,True
L2_NO_MERCHANT,,Adyen,card,BR,2,17,156,140,16,0.8974,259.6,True
L2_NO_MERCHANT,,Adyen,card,BR,2,18,154,139,15,0.9026,293.74,True
L2_NO_MERCHANT,,Adyen,card,BR,2,19,116,107,9,0.9224,283.07,True
L2_NO_MERCHANT,,Adyen,card,BR,2,20,97,93,4,0.9588,291.14,True
L2_NO_MERCHANT,,Adyen,card,BR,2,21,53,51,2,0.9623,293.93,True
L2_NO_MERCHANT,,Adyen,card,BR,2,22,34,31,3,0.9118,284.81,True
L2_NO_MERCHANT,,Adyen,card,BR,2,23,18,14,4,0.7778,248.25,False
L2_NO_MERCHANT,,Adyen,card,BR,3,0,28,28,0,1.0,222.57,False
L2_NO_MERCHANT,,Adyen,card,BR,3,1,9,8,1,0.8889,285.24,False
L2_NO_MERCHANT,,Adyen,card,BR,3,2,10,10,0,1.0,337.74,False
L2_NO_MERCHANT,,Adyen,card,BR,3,3,8,8,0,1.0,271.37,False
L2_NO_MERCHANT,,Adyen,card,BR,3,4,12,11,1,0.9167,274.69,False
L2_NO_MERCHANT,,Adyen,card,BR,3,5,23,21,2,0.913,275.64,False
L2_NO_MERCHANT,,Adyen,card,BR,3,6,38,34,4,0.8947,279.53,True
L2_NO_MERCHANT,,Adyen,card,BR,3,7,86,74,12,0.8605,315.18,True
L2_NO_MERCHANT,,Adyen,card,BR,3,8,133,120,13,0.9023,276.1,True
L2_NO_MERCHANT,,Adyen,card,BR,3,9,171,161,10,0.9415,260.3,True
L2_NO_MERCHANT,,Adyen,card,BR,3,10,174,161,13,0.9253,271.51,True
L2_NO_MERCHANT,,Adyen,card,BR,3,11,227,209,18,0.9207,298.69,True
L2_NO_MERCHANT,,Adyen,card,BR,3,12,222,208,14,0.9369,287.06,True
L2_NO_MERCHANT,,Adyen,card,BR,3,13,212,194,18,0.9151,295.22,True
L2_NO_MERCHANT,,Adyen,card,BR,3,14,187,163,24,0.8717,277.35,True
L2_NO_MERCHANT,,Adyen,card,BR,3,15,193,182,11,0.943,300.84,True
L2_NO_MERCHANT,,Adyen,card,BR,3,16,141,125,16,0.8865,291.22,True
L2_NO_MERCHANT,,Adyen,card,BR,3,17,154,144,10,0.9351,275.94,True
L2_NO_MERCHANT,,Adyen,card,BR,3,18,134,125,9,0.9328,286.23,True
L2_NO_MERCHANT,,Adyen,card,BR,3,19,129,114,15,0.8837,282.16,True
L2_NO_MERCHANT,,Adyen,card,BR,3,20,96,92,4,0.9583,287.22,True
L2_NO_MERCHANT,,Adyen,card,BR,3,21,64,60,4,0.9375,254.91,True
L2_NO_MERCHANT,,Adyen,card,BR,3,22,38,34,4,0.8947,311.72,True
L2_NO_MERCHANT,,Adyen,card,BR,3,23,22,21,1,0.9545,272.76,False
L2_NO_MERCHANT,,Adyen,card,BR,4,0,14,11,3,0.7857,182.28,False
L2_NO_MERCHANT,,Adyen,card,BR,4,1,8,6,2,0.75,326.97,False
L2_NO_MERCHANT,,Adyen,card,BR,4,2,5,4,1,0.8,157.38,False
L2_NO_MERCHANT,,Adyen,card,BR,4,3,3,3,0,1.0,195.68,False
L2_NO_MERCHANT,,Adyen,card,BR,4,4,12,11,1,0.9167,307.05,False
L2_NO_MERCHANT,,Adyen,card,BR,4,5,10,8,2,0.8,343.05,False
L2_NO_MERCHANT,,Adyen,card,BR,4,6,47,44,3,0.9362,287.6,True
L2_NO_MERCHANT,,Adyen,card,BR,4,7,75,72,3,0.96,260.73,True
L2_NO_MERCHANT,,Adyen,card,BR,4,8,122,114,8,0.9344,304.87,True
L2_NO_MERCHANT,,Adyen,card,BR,4,9,161,149,12,0.9255,273.95,True
L2_NO_MERCHANT,,Adyen,card,BR,4,10,190,174,16,0.9158,282.43,True
L2_NO_MERCHANT,,Adyen,card,BR,4,11,218,195,23,0.8945,288.23,True
L2_NO_MERCHANT,,Adyen,card,BR,4,12,208,189,19,0.9087,288.79,True
L2_NO_MERCHANT,,Adyen,card,BR,4,13,158,143,15,0.9051,290.06,True
L2_NO_MERCHANT,,Adyen,card,BR,4,14,196,184,12,0.9388,263.49,True
L2_NO_MERCHANT,,Adyen,card,BR,4,15,179,164,15,0.9162,275.07,True
L2_NO_MERCHANT,,Adyen,card,BR,4,16,173,160,13,0.9249,280.74,True
L2_NO_MERCHANT,,Adyen,card,BR,4,17,160,148,12,0.925,275.03,True
L2_NO_MERCHANT,,Adyen,card,BR,4,18,155,141,14,0.9097,287.05,True
L2_NO_MERCHANT,,Adyen,card,BR,4,19,123,114,9,0.9268,268.87,True
L2_NO_MERCHANT,,Adyen,card,BR,4,20,77,67,10,0.8701,302.03,True
L2_NO_MERCHANT,,Adyen,card,BR,4,21,49,40,9,0.8163,293.66,True
L2_NO_MERCHANT,,Adyen,card,BR,4,22,32,29,3,0.9062,323.12,True
L2_NO_MERCHANT,,Adyen,card,BR,4,23,19,18,1,0.9474,219.01,False
L2_NO_MERCHANT,,Adyen,card,BR,5,0,21,20,1,0.9524,216.38,False
L2_NO_MERCHANT,,Adyen,card,BR,5,1,12,10,2,0.8333,330.26,False
L2_NO_MERCHANT,,Adyen,card,BR,5,2,6,4,2,0.6667,207.7,False
L2_NO_MERCHANT,,Adyen,card,BR,5,3,4,4,0,1.0,316.26,False
L2_NO_MERCHANT,,Adyen,card,BR,5,4,3,3,0,1.0,221.32,False
L2_NO_MERCHANT,,Adyen,card,BR,5,5,15,14,1,0.9333,279.31,False
L2_NO_MERCHANT,,Adyen,card,BR,5,6,38,38,0,1.0,309.91,True
L2_NO_MERCHANT,,Adyen,card,BR,5,7,71,65,6,0.9155,269.07,True
L2_NO_MERCHANT,,Adyen,card,BR,5,8,124,119,5,0.9597,287.66,True
L2_NO_MERCHANT,,Adyen,card,BR,5,9,175,158,17,0.9029,288.63,True
L2_NO_MERCHANT,,Adyen,card,BR,5,10,413,382,31,0.9249,277.68,True
L2_NO_MERCHANT,,Adyen,card,BR,5,11,212,195,17,0.9198,289.42,True
L2_NO_MERCHANT,,Adyen,card,BR,5,12,211,187,24,0.8863,272.58,True
L2_NO_MERCHANT,,Adyen,card,BR,5,13,170,158,12,0.9294,281.78,True
L2_NO_MERCHANT,,Adyen,card,BR,5,14,157,148,9,0.9427,287.14,True
L2_NO_MERCHANT,,Adyen,card,BR,5,15,154,149,5,0.9675,276.86,True
L2_NO_MERCHANT,,Adyen,card,BR,5,16,133,123,10,0.9248,295.38,True
L2_NO_MERCHANT,,Adyen,card,BR,5,17,145,129,16,0.8897,266.76,True
L2_NO_MERCHANT,,Adyen,card,BR,5,18,142,137,5,0.9648,281.25,True
L2_NO_MERCHANT,,Adyen,card,BR,5,19,124,107,17,0.8629,279.56,True
L2_NO_MERCHANT,,Adyen,card,BR,5,20,83,71,12,0.8554,280.65,True
L2_NO_MERCHANT,,Adyen,card,BR,5,21,49,42,7,0.8571,261.01,True
L2_NO_MERCHANT,,Adyen,card,BR,5,22,23,22,1,0.9565,208.19,False
L2_NO_MERCHANT,,Adyen,card,BR,5,23,23,22,1,0.9565,281.14,False
L2_NO_MERCHANT,,Adyen,card,BR,6,0,19,14,5,0.7368,211.82,False
L2_NO_MERCHANT,,Adyen,card,BR,6,1,13,11,2,0.8462,306.44,False
L2_NO_MERCHANT,,Adyen,card,BR,6,2,10,10,0,1.0,321.28,False
L2_NO_MERCHANT,,Adyen,card,BR,6,3,6,6,0,1.0,220.04,False
L2_NO_MERCHANT,,Adyen,card,BR,6,4,5,5,0,1.0,261.39,False
L2_NO_MERCHANT,,Adyen,card,BR,6,5,12,11,1,0.9167,274.22,False
L2_NO_MERCHANT,,Adyen,card,BR,6,6,30,28,2,0.9333,298.76,True
L2_NO_MERCHANT,,Adyen,card,BR,6,7,58,57,1,0.9828,276.56,True
L2_NO_MERCHANT,,Adyen,card,BR,6,8,110,100,10,0.9091,284.12,True
L2_NO_MERCHANT,,Adyen,card,BR,6,9,135,126,9,0.9333,304.4,True
L2_NO_MERCHANT,,Adyen,card,BR,6,10,170,155,15,0.9118,300.17,True
L2_NO_MERCHANT,,Adyen,card,BR,6,11,199,180,19,0.9045,280.94,True
L2_NO_MERCHANT,,Adyen,card,BR,6,12,198,182,16,0.9192,274.77,True
L2_NO_MERCHANT,,Adyen,card,BR,6,13,210,200,10,0.9524,268.81,True
L2_NO_MERCHANT,,Adyen,card,BR,6,14,184,170,14,0.9239,297.0,True
L2_NO_MERCHANT,,Adyen,card,BR,6,15,165,152,13,0.9212,288.67,True
L2_NO_MERCHANT,,Adyen,card,BR,6,16,158,148,10,0.9367,272.08,True
L2_NO_MERCHANT,,Adyen,card,BR,6,17,141,132,9,0.9362,291.53,True
L2_NO_MERCHANT,,Adyen,card,BR,6,18,143,132,11,0.9231,276.96,True
L2_NO_MERCHANT,,Adyen,card,BR,6,19,113,101,12,0.8938,258.46,True
L2_NO_MERCHANT,,Adyen,card,BR,6,20,74,65,9,0.8784,289.93,True
L2_NO_MERCHANT,,Adyen,card,BR,6,21,44,41,3,0.9318,277.33,True
L2_NO_MERCHANT,,Adyen,card,BR,6,22,21,19,2,0.9048,321.8,False
L2_NO_MERCHANT,,Adyen,card,BR,6,23,20,19,1,0.95,279.02,False
L2_NO_MERCHANT,,Adyen,card,CO,0,0,20,19,1,0.95,124604.39,False
L2_NO_MERCHANT,,Adyen,card,CO,0,1,7,7,0,1.0,114346.29,False
L2_NO_MERCHANT,,Adyen,card,CO,0,2,9,8,1,0.8889,99596.32,False
L2_NO_MERCHANT,,Adyen,card,CO,0,3,5,4,1,0.8,115114.1,False
L2_NO_MERCHANT,,Adyen,card,CO,0,4,8,8,0,1.0,111037.37,False
L2_NO_MERCHANT,,Adyen,card,CO,0,5,14,13,1,0.9286,122133.21,False
L2_NO_MERCHANT,,Adyen,card,CO,0,6,30,25,5,0.8333,109061.08,True
L2_NO_MERCHANT,,Adyen,card,CO,0,7,70,68,2,0.9714,115578.05,True
L2_NO_MERCHANT,,Adyen,card,CO,0,8,107,96,11,0.8972,120130.6,True
L2_NO_MERCHANT,,Adyen,card,CO,0,9,153,139,14,0.9085,128382.8,True
L2_NO_MERCHANT,,Adyen,card,CO,0,10,152,139,13,0.9145,122482.83,True
L2_NO_MERCHANT,,Adyen,card,CO,0,11,178,157,21,0.882,114100.03,True
L2_NO_MERCHANT,,Adyen,card,CO,0,12,203,192,11,0.9458,128247.86,True
L2_NO_MERCHANT,,Adyen,card,CO,0,13,216,192,24,0.8889,115439.55,True
L2_NO_MERCHANT,,Adyen,card,CO,0,14,184,167,17,0.9076,122048.5,True
L2_NO_MERCHANT,,Adyen,card,CO,0,15,172,161,11,0.936,119539.34,True
L2_NO_MERCHANT,,Adyen,card,CO,0,16,151,134,17,0.8874,119357.25,True
L2_NO_MERCHANT,,Adyen,card,CO,0,17,140,130,10,0.9286,124126.29,True
L2_NO_MERCHANT,,Adyen,card,CO,0,18,117,107,10,0.9145,129589.36,True
L2_NO_MERCHANT,,Adyen,card,CO,0,19,108,98,10,0.9074,134456.96,True
L2_NO_MERCHANT,,Adyen,card,CO,0,20,59,55,4,0.9322,108566.93,True
L2_NO_MERCHANT,,Adyen,card,CO,0,21,48,41,7,0.8542,115129.1,True
L2_NO_MERCHANT,,Adyen,card,CO,0,22,18,18,0,1.0,145183.99,False
L2_NO_MERCHANT,,Adyen,card,CO,0,23,16,14,2,0.875,96535.79,False
L2_NO_MERCHANT,,Adyen,card,CO,1,0,17,17,0,1.0,115380.35,False
L2_NO_MERCHANT,,Adyen,card,CO,1,1,9,8,1,0.8889,126761.21,False
L2_NO_MERCHANT,,Adyen,card,CO,1,2,6,6,0,1.0,143233.67,False
L2_NO_MERCHANT,,Adyen,card,CO,1,3,5,4,1,0.8,132331.58,False
L2_NO_MERCHANT,,Adyen,card,CO,1,4,6,6,0,1.0,139231.4,False
L2_NO_MERCHANT,,Adyen,card,CO,1,5,17,16,1,0.9412,109260.99,False
L2_NO_MERCHANT,,Adyen,card,CO,1,6,30,29,1,0.9667,137775.78,True
L2_NO_MERCHANT,,Adyen,card,CO,1,7,65,65,0,1.0,121716.98,True
L2_NO_MERCHANT,,Adyen,card,CO,1,8,105,90,15,0.8571,121442.09,True
L2_NO_MERCHANT,,Adyen,card,CO,1,9,159,137,22,0.8616,134735.34,True
L2_NO_MERCHANT,,Adyen,card,CO,1,10,236,221,15,0.9364,118669.25,True
L2_NO_MERCHANT,,Adyen,card,CO,1,11,204,188,16,0.9216,119735.62,True
L2_NO_MERCHANT,,Adyen,card,CO,1,12,252,225,27,0.8929,127647.49,True
L2_NO_MERCHANT,,Adyen,card,CO,1,13,199,175,24,0.8794,118215.54,True
L2_NO_MERCHANT,,Adyen,card,CO,1,14,208,190,18,0.9135,121156.38,True
L2_NO_MERCHANT,,Adyen,card,CO,1,15,190,172,18,0.9053,121258.57,True
L2_NO_MERCHANT,,Adyen,card,CO,1,16,156,145,11,0.9295,114618.26,True
L2_NO_MERCHANT,,Adyen,card,CO,1,17,175,163,12,0.9314,114780.72,True
L2_NO_MERCHANT,,Adyen,card,CO,1,18,155,150,5,0.9677,119363.02,True
L2_NO_MERCHANT,,Adyen,card,CO,1,19,118,105,13,0.8898,128282.73,True
L2_NO_MERCHANT,,Adyen,card,CO,1,20,79,70,9,0.8861,113242.55,True
L2_NO_MERCHANT,,Adyen,card,CO,1,21,49,45,4,0.9184,131955.06,True
L2_NO_MERCHANT,,Adyen,card,CO,1,22,32,29,3,0.9062,110114.8,True
L2_NO_MERCHANT,,Adyen,card,CO,1,23,24,21,3,0.875,108790.3,False
L2_NO_MERCHANT,,Adyen,card,CO,2,0,20,19,1,0.95,114869.72,False
L2_NO_MERCHANT,,Adyen,card,CO,2,1,6,5,1,0.8333,87255.72,False
L2_NO_MERCHANT,,Adyen,card,CO,2,2,10,10,0,1.0,111606.89,False
L2_NO_MERCHANT,,Adyen,card,CO,2,3,4,4,0,1.0,95695.72,False
L2_NO_MERCHANT,,Adyen,card,CO,2,4,12,11,1,0.9167,77625.35,False
L2_NO_MERCHANT,,Adyen,card,CO,2,5,14,12,2,0.8571,107227.98,False
L2_NO_MERCHANT,,Adyen,card,CO,2,6,42,39,3,0.9286,115253.57,True
L2_NO_MERCHANT,,Adyen,card,CO,2,7,80,73,7,0.9125,124456.82,True
L2_NO_MERCHANT,,Adyen,card,CO,2,8,131,117,14,0.8931,120123.1,True
L2_NO_MERCHANT,,Adyen,card,CO,2,9,166,152,14,0.9157,123435.95,True
L2_NO_MERCHANT,,Adyen,card,CO,2,10,189,175,14,0.9259,114247.94,True
L2_NO_MERCHANT,,Adyen,card,CO,2,11,210,194,16,0.9238,117550.98,True
L2_NO_MERCHANT,,Adyen,card,CO,2,12,215,195,20,0.907,121718.02,True
L2_NO_MERCHANT,,Adyen,card,CO,2,13,222,203,19,0.9144,122408.76,True
L2_NO_MERCHANT,,Adyen,card,CO,2,14,196,179,17,0.9133,129323.08,True
L2_NO_MERCHANT,,Adyen,card,CO,2,15,173,159,14,0.9191,125142.92,True
L2_NO_MERCHANT,,Adyen,card,CO,2,16,163,148,15,0.908,134047.35,True
L2_NO_MERCHANT,,Adyen,card,CO,2,17,181,163,18,0.9006,120175.58,True
L2_NO_MERCHANT,,Adyen,card,CO,2,18,145,135,10,0.931,116838.47,True
L2_NO_MERCHANT,,Adyen,card,CO,2,19,154,132,22,0.8571,120258.94,True
L2_NO_MERCHANT,,Adyen,card,CO,2,20,67,58,9,0.8657,116374.65,True
L2_NO_MERCHANT,,Adyen,card,CO,2,21,46,41,5,0.8913,130030.74,True
L2_NO_MERCHANT,,Adyen,card,CO,2,22,21,20,1,0.9524,113782.39,False
L2_NO_MERCHANT,,Adyen,card,CO,2,23,25,21,4,0.84,116482.01,False
L2_NO_MERCHANT,,Adyen,card,CO,3,0,18,16,2,0.8889,107695.11,False
L2_NO_MERCHANT,,Adyen,card,CO,3,1,6,5,1,0.8333,159503.82,False
L2_NO_MERCHANT,,Adyen,card,CO,3,2,9,9,0,1.0,143999.65,False
L2_NO_MERCHANT,,Adyen,card,CO,3,3,11,10,1,0.9091,103162.48,False
L2_NO_MERCHANT,,Adyen,card,CO,3,4,6,6,0,1.0,145696.73,False
L2_NO_MERCHANT,,Adyen,card,CO,3,5,22,20,2,0.9091,132416.14,False
L2_NO_MERCHANT,,Adyen,card,CO,3,6,51,48,3,0.9412,135858.63,True
L2_NO_MERCHANT,,Adyen,card,CO,3,7,86,81,5,0.9419,128531.28,True
L2_NO_MERCHANT,,Adyen,card,CO,3,8,136,125,11,0.9191,113416.75,True
L2_NO_MERCHANT,,Adyen,card,CO,3,9,176,164,12,0.9318,114759.85,True
L2_NO_MERCHANT,,Adyen,card,CO,3,10,204,173,31,0.848,124373.12,True
L2_NO_MERCHANT,,Adyen,card,CO,3,11,217,203,14,0.9355,124351.46,True
L2_NO_MERCHANT,,Adyen,card,CO,3,12,198,183,15,0.9242,124182.42,True
L2_NO_MERCHANT,,Adyen,card,CO,3,13,197,178,19,0.9036,119857.48,True
L2_NO_MERCHANT,,Adyen,card,CO,3,14,193,183,10,0.9482,120615.47,True
L2_NO_MERCHANT,,Adyen,card,CO,3,15,198,180,18,0.9091,128433.12,True
L2_NO_MERCHANT,,Adyen,card,CO,3,16,141,124,17,0.8794,123668.92,True
L2_NO_MERCHANT,,Adyen,card,CO,3,17,169,155,14,0.9172,113916.73,True
L2_NO_MERCHANT,,Adyen,card,CO,3,18,137,130,7,0.9489,134820.77,True
L2_NO_MERCHANT,,Adyen,card,CO,3,19,149,137,12,0.9195,120077.19,True
L2_NO_MERCHANT,,Adyen,card,CO,3,20,71,64,7,0.9014,125825.84,True
L2_NO_MERCHANT,,Adyen,card,CO,3,21,60,53,7,0.8833,116397.84,True
L2_NO_MERCHANT,,Adyen,card,CO,3,22,31,25,6,0.8065,106758.83,True
L2_NO_MERCHANT,,Adyen,card,CO,3,23,19,18,1,0.9474,145713.93,False
L2_NO_MERCHANT,,Adyen,card,CO,4,0,23,16,7,0.6957,135344.62,False
L2_NO_MERCHANT,,Adyen,card,CO,4,1,14,12,2,0.8571,109799.88,False
L2_NO_MERCHANT,,Adyen,card,CO,4,2,7,6,1,0.8571,111118.5,False
L2_NO_MERCHANT,,Adyen,card,CO,4,3,5,4,1,0.8,120718.75,False
L2_NO_MERCHANT,,Adyen,card,CO,4,4,9,9,0,1.0,149885.01,False
L2_NO_MERCHANT,,Adyen,card,CO,4,5,22,19,3,0.8636,107751.15,False
L2_NO_MERCHANT,,Adyen,card,CO,4,6,40,36,4,0.9,122331.73,True
L2_NO_MERCHANT,,Adyen,card,CO,4,7,61,59,2,0.9672,124263.09,True
L2_NO_MERCHANT,,Adyen,card,CO,4,8,137,126,11,0.9197,128715.89,True
L2_NO_MERCHANT,,Adyen,card,CO,4,9,158,144,14,0.9114,124659.09,True
L2_NO_MERCHANT,,Adyen,card,CO,4,10,196,183,13,0.9337,120858.65,True
L2_NO_MERCHANT,,Adyen,card,CO,4,11,226,201,25,0.8894,120906.37,True
L2_NO_MERCHANT,,Adyen,card,CO,4,12,214,193,21,0.9019,121169.17,True
L2_NO_MERCHANT,,Adyen,card,CO,4,13,195,185,10,0.9487,119201.93,True
L2_NO_MERCHANT,,Adyen,card,CO,4,14,181,160,21,0.884,130211.54,True
L2_NO_MERCHANT,,Adyen,card,CO,4,15,171,158,13,0.924,122159.12,True
L2_NO_MERCHANT,,Adyen,card,CO,4,16,170,155,15,0.9118,117650.59,True
L2_NO_MERCHANT,,Adyen,card,CO,4,17,164,148,16,0.9024,120078.14,True
L2_NO_MERCHANT,,Adyen,card,CO,4,18,154,140,14,0.9091,126703.41,True
L2_NO_MERCHANT,,Adyen,card,CO,4,19,135,123,12,0.9111,121995.08,True
